monotonic_ns,phase,taskbeat,motion_heartbeat,motion_type,interp_state,exec_state,x_cmd
228398586563,P1-fast-idle,231,587,0,1,2,0.0
228398773523,P1-fast-idle,232,588,0,1,2,0.0
228398948790,P1-fast-idle,232,588,0,1,2,0.0
228399126461,P1-fast-idle,232,588,0,1,2,0.0
228399297179,P1-fast-idle,232,588,0,1,2,0.0
228399467888,P1-fast-idle,232,588,0,1,2,0.0
228399638366,P1-fast-idle,232,588,0,1,2,0.0
228399809645,P1-fast-idle,233,589,0,1,2,0.0
228399980675,P1-fast-idle,233,589,0,1,2,0.0
228400151944,P1-fast-idle,233,589,0,1,2,0.0
228400322673,P1-fast-idle,233,589,0,1,2,0.0
228400493321,P1-fast-idle,233,589,0,1,2,0.0
228400663589,P1-fast-idle,233,589,0,1,2,0.0
228400834488,P1-fast-idle,234,590,0,1,2,0.0
228401005186,P1-fast-idle,234,590,0,1,2,0.0
228401176866,P1-fast-idle,234,590,0,1,2,0.0
228401351502,P1-fast-idle,234,590,0,1,2,0.0
228401522371,P1-fast-idle,234,590,0,1,2,0.0
228401692849,P1-fast-idle,234,590,0,1,2,0.0
228401863337,P1-fast-idle,235,591,0,1,2,0.0
228402035017,P1-fast-idle,235,591,0,1,2,0.0
228402205575,P1-fast-idle,235,591,0,1,2,0.0
228402375813,P1-fast-idle,235,591,0,1,2,0.0
228402546462,P1-fast-idle,235,591,0,1,2,0.0
228402723261,P1-fast-idle,235,591,0,1,2,0.0
228402894391,P1-fast-idle,235,591,0,1,2,0.0
228403066862,P1-fast-idle,236,592,0,1,2,0.0
228403237591,P1-fast-idle,236,592,0,1,2,0.0
228403407959,P1-fast-idle,236,592,0,1,2,0.0
228403578837,P1-fast-idle,236,592,0,1,2,0.0
228403748845,P1-fast-idle,236,592,0,1,2,0.0
228403919403,P1-fast-idle,236,592,0,1,2,0.0
228404091574,P1-fast-idle,237,593,0,1,2,0.0
228404262273,P1-fast-idle,237,593,0,1,2,0.0
228404433041,P1-fast-idle,237,593,0,1,2,0.0
228404605323,P1-fast-idle,237,593,0,1,2,0.0
228404775821,P1-fast-idle,237,593,0,1,2,0.0
228404946229,P1-fast-idle,237,593,0,1,2,0.0
228405117518,P1-fast-idle,238,594,0,1,2,0.0
228405287906,P1-fast-idle,238,594,0,1,2,0.0
228405458354,P1-fast-idle,238,594,0,1,2,0.0
228405628822,P1-fast-idle,238,594,0,1,2,0.0
228405798639,P1-fast-idle,238,594,0,1,2,0.0
228405968837,P1-fast-idle,238,594,0,1,2,0.0
228406139535,P1-fast-idle,239,595,0,1,2,0.0
228406313920,P1-fast-idle,239,595,0,1,2,0.0
228406484879,P1-fast-idle,239,595,0,1,2,0.0
228406655187,P1-fast-idle,239,595,0,1,2,0.0
228406825545,P1-fast-idle,239,595,0,1,2,0.0
228406996013,P1-fast-idle,239,595,0,1,2,0.0
228407167533,P1-fast-idle,239,595,0,1,2,0.0
228407338712,P1-fast-idle,240,596,0,1,2,0.0
228407509822,P1-fast-idle,240,596,0,1,2,0.0
228407680290,P1-fast-idle,240,596,0,1,2,0.0
228407850828,P1-fast-idle,240,596,0,1,2,0.0
228408026045,P1-fast-idle,240,596,0,1,2,0.0
228408197014,P1-fast-idle,240,596,0,1,2,0.0
228408368453,P1-fast-idle,241,597,0,1,2,0.0
228408539443,P1-fast-idle,241,597,0,1,2,0.0
228408710442,P1-fast-idle,241,597,0,1,2,0.0
228408881461,P1-fast-idle,241,597,0,1,2,0.0
228409053411,P1-fast-idle,241,597,0,1,2,0.0
228409224641,P1-fast-idle,241,597,0,1,2,0.0
228409396091,P1-fast-idle,242,598,0,1,2,0.0
228409567751,P1-fast-idle,242,598,0,1,2,0.0
228409739111,P1-fast-idle,242,598,0,1,2,0.0
228409909689,P1-fast-idle,242,598,0,1,2,0.0
228410081299,P1-fast-idle,242,598,0,1,2,0.0
228410251938,P1-fast-idle,242,598,0,1,2,0.0
228410423788,P1-fast-idle,243,599,0,1,2,0.0
228410594847,P1-fast-idle,243,599,0,1,2,0.0
228410765656,P1-fast-idle,243,599,0,1,2,0.0
228410936645,P1-fast-idle,243,599,0,1,2,0.0
228411108085,P1-fast-idle,243,599,0,1,2,0.0
228411282570,P1-fast-idle,243,599,0,1,2,0.0
228411453750,P1-fast-idle,243,599,0,1,2,0.0
228411622815,P1-fast-idle,244,601,0,1,2,0.0
228411794024,P1-fast-idle,244,601,0,1,2,0.0
228411965144,P1-fast-idle,244,601,0,1,2,0.0
228412136544,P1-fast-idle,244,601,0,1,2,0.0
228412307382,P1-fast-idle,244,601,0,1,2,0.0
228412478061,P1-fast-idle,244,601,0,1,2,0.0
228412648879,P1-fast-idle,245,602,0,1,2,0.0
228412821502,P1-fast-idle,245,602,0,1,2,0.0
228412992350,P1-fast-idle,245,602,0,1,2,0.0
228413164091,P1-fast-idle,245,602,0,1,2,0.0
228413334749,P1-fast-idle,245,602,0,1,2,0.0
228413509144,P1-fast-idle,245,602,0,1,2,0.0
228413683260,P1-fast-idle,246,603,0,1,2,0.0
228413854699,P1-fast-idle,246,603,0,1,2,0.0
228414026941,P1-fast-idle,246,603,0,1,2,0.0
228414197930,P1-fast-idle,246,603,0,1,2,0.0
228414395117,P1-fast-idle,246,603,0,1,2,0.0
228414570314,P1-fast-idle,246,603,0,1,2,0.0
228414748086,P1-fast-idle,247,604,0,1,2,0.0
228414919646,P1-fast-idle,247,604,0,1,2,0.0
228415091657,P1-fast-idle,247,604,0,1,2,0.0
228415257416,P1-fast-idle,247,604,0,1,2,0.0
228415422885,P1-fast-idle,247,604,0,1,2,0.0
228415588634,P1-fast-idle,247,604,0,1,2,0.0
228415754544,P1-fast-idle,248,605,0,1,2,0.0
228415920243,P1-fast-idle,248,605,0,1,2,0.0
228416153077,P1-fast-idle,248,605,0,1,2,0.0
228416324748,P1-fast-idle,248,605,0,1,2,0.0
228416493572,P1-fast-idle,248,605,0,1,2,0.0
228416662127,P1-fast-idle,248,605,0,1,2,0.0
228416831213,P1-fast-idle,249,606,0,1,2,0.0
228417000178,P1-fast-idle,249,606,0,1,2,0.0
228417169834,P1-fast-idle,249,606,0,1,2,0.0
228417338259,P1-fast-idle,249,606,0,1,2,0.0
228417506533,P1-fast-idle,249,606,0,1,2,0.0
228417674867,P1-fast-idle,249,606,0,1,2,0.0
