== full-p0-after-attach ==
UTC 2026-09-09T04:22:13Z
-- comps --
Loaded HAL Components:
ID      Type  Name                                                    PID   State
    14  User  halcmd17505                                             17505 ready
    10  RT    hostmot2                                                      ready
     9  User  halcmd17498                                             17498 ready

-- sampler --
Component Pins:
Owner   Type  Dir                 Value  Name

-- hm2/watchdog --
Component Pins:
Owner   Type  Dir                 Value  Name
    19  bit   RW                  FALSE  hm2_test.0.gpio.010.is_opendrain
    19  bit   RW                  FALSE  hm2_test.0.gpio.010.is_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.011.invert_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.011.is_opendrain
    19  bit   RW                  FALSE  hm2_test.0.gpio.011.is_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.012.invert_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.012.is_opendrain
    19  bit   RW                  FALSE  hm2_test.0.gpio.012.is_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.013.invert_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.013.is_opendrain
    19  bit   RW                  FALSE  hm2_test.0.gpio.013.is_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.014.invert_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.014.is_opendrain
    19  bit   RW                  FALSE  hm2_test.0.gpio.014.is_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.015.invert_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.015.is_opendrain
    19  bit   RW                  FALSE  hm2_test.0.gpio.015.is_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.016.invert_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.016.is_opendrain
    19  bit   RW                  FALSE  hm2_test.0.gpio.016.is_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.017.invert_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.017.is_opendrain
    19  bit   RW                  FALSE  hm2_test.0.gpio.017.is_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.018.invert_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.018.is_opendrain
    19  bit   RW                  FALSE  hm2_test.0.gpio.018.is_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.019.invert_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.019.is_opendrain
    19  bit   RW                  FALSE  hm2_test.0.gpio.019.is_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.020.invert_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.020.is_opendrain
    19  bit   RW                  FALSE  hm2_test.0.gpio.020.is_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.021.invert_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.021.is_opendrain
    19  bit   RW                  FALSE  hm2_test.0.gpio.021.is_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.022.invert_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.022.is_opendrain
    19  bit   RW                  FALSE  hm2_test.0.gpio.022.is_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.023.invert_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.023.is_opendrain
    19  bit   RW                  FALSE  hm2_test.0.gpio.023.is_output
    19  bit   RW                  FALSE  hm2_test.0.io_error
    19  s32   RW                      0  hm2_test.0.read.tmax
    19  bit   RO                  FALSE  hm2_test.0.read.tmax-increased
    19  s32   RW                      0  hm2_test.0.read_gpio.tmax
    19  bit   RO                  FALSE  hm2_test.0.read_gpio.tmax-increased
    19  u32   RW             0x004C4B40  hm2_test.0.watchdog.timeout_ns
    19  s32   RW                      0  hm2_test.0.write.tmax
    19  bit   RO                  FALSE  hm2_test.0.write.tmax-increased
    19  s32   RW                      0  hm2_test.0.write_gpio.tmax
    19  bit   RO                  FALSE  hm2_test.0.write_gpio.tmax-increased

-- ipcs --

------ Shared Memory Segments --------
key        shmid      owner      perms      bytes      nattch     status      
0x48484c34 25         runner     600        16         2                       
0x48414c32 26         runner     600        2097152    2                       

-- /dev/shm --
total 84
drwxrwxrwt  2 root root    60 Sep  9 04:17 .
drwxr-xr-x 19 root root  4000 Sep  9 04:17 ..
-rw-------  1 root root 82488 Sep  9 04:17 libpod_lock
